time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
3.539926,0.007638,0.008571,-0.001001,-0.001279,-2.898873,-2.879169
3.544925,0.008329,0.009394,-0.002060,-0.002571,-2.875730,-2.851398
3.549925,0.008804,0.009771,-0.002971,-0.003315,-2.852689,-2.832966
3.554925,0.009077,0.010093,-0.003765,-0.004296,-2.829744,-2.805433
3.559924,0.009222,0.010203,-0.004512,-0.004910,-2.806892,-2.787152
3.564924,0.009228,0.010202,-0.005241,-0.005811,-2.784134,-2.759844
3.569924,0.009072,0.010072,-0.005908,-0.006361,-2.761469,-2.741712
3.574923,0.008791,0.009725,-0.006546,-0.007155,-2.738893,-2.714621
3.579923,0.008429,0.009427,-0.007191,-0.007690,-2.716405,-2.696632
3.584923,0.008000,0.008903,-0.007819,-0.008472,-2.694006,-2.669754
3.589922,0.007551,0.008535,-0.008433,-0.008983,-2.671693,-2.651903
3.594922,0.007098,0.007980,-0.009040,-0.009739,-2.649459,-2.625223
3.599921,0.006649,0.007612,-0.009633,-0.010232,-2.627301,-2.607497
3.604921,0.006176,0.007032,-0.010226,-0.010970,-2.605216,-2.580996
3.609921,0.005699,0.006641,-0.010838,-0.011477,-2.583201,-2.563384
3.614920,0.005209,0.006036,-0.011472,-0.012264,-2.561256,-2.537050
3.619920,0.004660,0.005583,-0.012124,-0.012803,-2.539372,-2.519543
3.624920,0.004130,0.004933,-0.012802,-0.013642,-2.517545,-2.493351
3.629919,0.003642,0.004529,-0.013487,-0.014206,-2.495763,-2.475926
3.634919,0.003182,0.003958,-0.014150,-0.015026,-2.474013,-2.449827
3.639919,0.002677,0.003540,-0.014746,-0.015519,-2.452286,-2.432446
3.644918,0.002166,0.002908,-0.015239,-0.016135,-2.430573,-2.406390
3.649918,0.001676,0.002502,-0.015587,-0.016429,-2.408866,-2.389025
3.654917,0.001219,0.001931,-0.015846,-0.016763,-2.387159,-2.362976
3.659917,0.000767,0.001554,-0.016080,-0.016966,-2.365448,-2.345607
3.664917,0.000331,0.001007,-0.016277,-0.017224,-2.343724,-2.319538
3.669916,-0.000092,0.000650,-0.016383,-0.017321,-2.321983,-2.302145
3.674916,-0.000455,0.000187,-0.016458,-0.017431,-2.300222,-2.276031
3.679916,-0.000844,-0.000140,-0.016475,-0.017459,-2.278436,-2.258602
3.684915,-0.001287,-0.000696,-0.016380,-0.017368,-2.256618,-2.232420
3.689915,-0.001734,-0.001070,-0.016189,-0.017228,-2.234762,-2.214935
3.694915,-0.002216,-0.001677,-0.015911,-0.016915,-2.212858,-2.188649
3.699914,-0.002730,-0.002108,-0.015530,-0.016622,-2.190900,-2.171083
3.704914,-0.003257,-0.002773,-0.015010,-0.016016,-2.168888,-2.144668
