time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
8.739902,-1.675634,-1.588472,-1.571142
8.744904,nan,-1.585529,-1.571314
8.749906,-1.548991,-1.580344,-1.571478
8.754908,nan,-1.581471,-1.571657
8.759910,-1.511943,-1.577352,-1.571923
8.764912,nan,-1.576313,-1.572362
8.769914,-1.441821,-1.567361,-1.573065
8.774916,nan,-1.572517,-1.574090
8.779918,-1.802981,-1.596299,-1.575479
8.784920,nan,-1.601774,-1.577235
8.789922,-1.609201,-1.609560,-1.579316
8.794924,nan,-1.621531,-1.581646
8.799926,-1.577134,-1.624376,-1.584138
8.804928,nan,-1.635681,-1.586674
8.809930,-1.461860,-1.626654,-1.589143
8.814932,nan,-1.642357,-1.591442
8.819934,-1.646683,-1.650328,-1.593483
8.824936,nan,-1.663309,-1.595204
8.829938,-1.501668,-1.654471,-1.596571
8.834940,nan,-1.664474,-1.597573
8.839942,-1.619088,-1.666665,-1.598210
8.844944,nan,-1.676117,-1.598487
8.849946,-1.668062,-1.677319,-1.598413
8.854948,nan,-1.684903,-1.597996
8.859950,-1.646174,-1.686736,-1.597248
8.864952,nan,-1.694318,-1.596179
8.869954,-1.653117,-1.694174,-1.594803
8.874956,nan,-1.699134,-1.593134
8.879958,-1.572154,-1.691849,-1.591182
8.884960,nan,-1.696670,-1.588959
8.889962,-1.510006,-1.679530,-1.586469
8.894964,nan,-1.684780,-1.583723
8.899966,-1.676968,-1.686204,-1.580734
8.904968,nan,-1.688840,-1.577524
8.909970,-1.575788,-1.681245,-1.574113
8.914972,nan,-1.686408,-1.570513
8.919974,-1.662124,-1.687560,-1.566744
8.924976,nan,-1.691298,-1.562836
8.929978,-1.553746,-1.682165,-1.558822
8.934980,nan,-1.684643,-1.554723
8.939982,-1.495291,-1.670034,-1.550565
8.944984,nan,-1.671178,-1.546382
8.949986,-1.524744,-1.657117,-1.542228
8.954988,nan,-1.656084,-1.538146
8.959991,-1.603973,-1.653193,-1.534171
8.964993,nan,-1.651745,-1.530339
8.969995,-1.457231,-1.634105,-1.526692
8.974997,nan,-1.636766,-1.523262
8.979999,-1.605679,-1.631273,-1.520087
8.985001,nan,-1.628479,-1.517195
8.990003,-1.420732,-1.609772,-1.514610
8.995005,nan,-1.610646,-1.512348
9.000007,-1.505657,-1.601008,-1.510435
9.005009,nan,-1.600261,-1.508892
9.010011,-1.595874,-1.600422,-1.507697
9.015013,nan,-1.600569,-1.506745
9.020015,-1.542348,-1.596969,-1.505880
9.025017,nan,-1.596569,-1.504973
9.030019,-1.600334,-1.601208,-1.503941
9.035021,nan,-1.605129,-1.502766
9.040023,-1.396782,-1.585709,-1.501460
9.045025,nan,-1.587391,-1.500048
9.050027,-1.419274,-1.571528,-1.498544
9.055029,nan,-1.572940,-1.496964
9.060031,-1.543845,-1.572039,-1.495349
9.065033,nan,-1.575201,-1.493745
9.070035,-1.393928,-1.559909,-1.492195
9.075037,nan,-1.559934,-1.490721
9.080039,-1.439763,-1.546930,-1.489341
9.085041,nan,-1.546938,-1.488065
9.090043,-1.453605,-1.542151,-1.486876
9.095045,nan,-1.544252,-1.485742
9.100047,-1.552334,-1.546933,-1.484627
9.105049,nan,-1.547181,-1.483499
9.110051,-1.622309,-1.553593,-1.482328
9.115053,nan,-1.554740,-1.481099
9.120055,-1.293435,-1.525490,-1.479806
9.125057,nan,-1.525077,-1.478428
9.130059,-1.518729,-1.523297,-1.476952
9.135061,nan,-1.521617,-1.475374
9.140063,-1.446121,-1.513420,-1.473680
9.145065,nan,-1.511343,-1.471866
9.150067,-1.442078,-1.504411,-1.469932
9.155069,nan,-1.502889,-1.467871
9.160071,-1.528320,-1.506462,-1.465678
9.165073,nan,-1.510952,-1.463339
9.170075,-1.348017,-1.495068,-1.460858
9.175077,nan,-1.491050,-1.458241
9.180079,-1.507098,-1.492998,-1.455484
9.185081,nan,-1.493290,-1.452581
9.190084,-1.536841,-1.494124,-1.449534
9.195086,nan,-1.488519,-1.446344
9.200088,-1.260265,-1.465805,-1.443008
9.205090,nan,-1.464110,-1.439521
9.210092,-1.245611,-1.440674,-1.435889
9.215094,nan,-1.438690,-1.432113
9.220096,-1.483494,-1.438615,-1.428199
9.225098,nan,-1.433524,-1.424145
9.230100,-1.399028,-1.426740,-1.419944
9.235102,nan,-1.421724,-1.415597
9.240104,-1.186007,-1.398647,-1.411112
9.245106,nan,-1.391234,-1.406495
9.250108,-1.340459,-1.382511,-1.401756
9.255110,nan,-1.375525,-1.396914
9.260112,-1.349006,-1.369348,-1.391986
9.265114,nan,-1.367766,-1.386969
9.270116,-1.272061,-1.353553,-1.381854
9.275118,nan,-1.350946,-1.376632
9.280120,-1.256752,-1.341377,-1.371306
9.285122,nan,-1.334902,-1.365880
9.290124,-1.382006,-1.336530,-1.360358
9.295126,nan,-1.331341,-1.354735
9.300128,-1.308874,-1.324018,-1.349019
9.305130,nan,-1.316783,-1.343213
9.310132,-1.486042,-1.327369,-1.337321
9.315134,nan,-1.322790,-1.331349
9.320136,-1.250126,-1.308309,-1.325300
9.325138,nan,-1.298705,-1.319175
9.330140,-1.404971,-1.306370,-1.312973
9.335142,nan,-1.298603,-1.306695
9.340144,-1.332906,-1.297685,-1.300334
9.345146,nan,-1.288517,-1.293891
9.350148,-1.359408,-1.289114,-1.287377
9.355150,nan,-1.279658,-1.280800
9.360152,-1.188536,-1.263007,-1.274161
9.365154,nan,-1.255495,-1.267450
9.370156,-1.353717,-1.259375,-1.260680
9.375158,nan,-1.249542,-1.253857
9.380160,-1.207448,-1.239683,-1.246987
9.385162,nan,-1.229953,-1.240069
9.390164,-1.159507,-1.220631,-1.233116
9.395166,nan,-1.214833,-1.226138
9.400168,-1.027832,-1.194170,-1.219143
9.405170,nan,-1.186350,-1.212147
9.410172,-0.991903,-1.164762,-1.205167
9.415174,nan,-1.154288,-1.198175
9.420177,-1.217474,-1.153453,-1.191157
9.425179,nan,-1.144361,-1.184131
9.430181,-1.148262,-1.141688,-1.177097
9.435183,nan,-1.131422,-1.170073
9.440185,-1.112434,-1.120940,-1.163069
9.445187,nan,-1.109961,-1.156081
9.450189,-1.061345,-1.099896,-1.149098
9.455191,nan,-1.093487,-1.142093
9.460193,-1.111691,-1.089220,-1.135063
9.465195,nan,-1.075876,-1.128004
9.470197,-1.356522,-1.096161,-1.120950
9.475199,nan,-1.085364,-1.113916
9.480201,-1.040620,-1.077535,-1.106889
9.485203,nan,-1.073246,-1.099863
9.490205,-1.048775,-1.063770,-1.092815
9.495207,nan,-1.052098,-1.085744
9.500209,-0.998790,-1.040275,-1.078687
9.505211,nan,-1.025834,-1.071651
9.510213,-1.165770,-1.035917,-1.064602
9.515215,nan,-1.024350,-1.057546
9.520217,-0.965110,-1.011376,-1.050493
9.525219,nan,-1.001021,-1.043453
9.530221,-1.003508,-0.995066,-1.036442
9.535223,nan,-0.986571,-1.029469
9.540225,-0.933514,-0.973288,-1.022511
9.545227,nan,-0.963531,-1.015560
9.550229,-1.051005,-0.964528,-1.008610
9.555231,nan,-0.952853,-1.001670
9.560233,-0.805499,-0.933038,-0.994738
9.565235,nan,-0.926643,-0.987812
9.570237,-1.030605,-0.929255,-0.980875
9.575239,nan,-0.918576,-0.973925
9.580241,-1.093280,-0.930382,-0.966942
9.585243,nan,-0.917226,-0.959913
9.590245,-1.105074,-0.928821,-0.952853
9.595247,nan,-0.920680,-0.945836
9.600249,-0.797740,-0.904843,-0.938918
9.605251,nan,-0.899604,-0.932117
9.610253,-1.000495,-0.903494,-0.925407
9.615255,nan,-0.891757,-0.918730
9.620257,-1.004928,-0.896924,-0.912070
9.625259,nan,-0.887039,-0.905412
9.630261,-0.821946,-0.872042,-0.898759
9.635263,nan,-0.859362,-0.892112
9.640265,-0.831692,-0.854875,-0.885462
9.645267,nan,-0.849525,-0.878792
9.650270,-0.740883,-0.834652,-0.872101
9.655272,nan,-0.824856,-0.865382
9.660274,-0.953002,-0.829866,-0.858637
9.665276,nan,-0.818429,-0.851884
9.670278,-0.876954,-0.816999,-0.845130
9.675280,nan,-0.806723,-0.838395
9.680282,-1.010177,-0.821615,-0.831688
9.685284,nan,-0.813065,-0.824988
9.690286,-0.904997,-0.816054,-0.818262
9.695288,nan,-0.807279,-0.811505
9.700290,-0.914944,-0.810415,-0.804710
9.705292,nan,-0.798510,-0.797847
9.710294,-0.747064,-0.786441,-0.790908
9.715296,nan,-0.773853,-0.783913
9.720298,-0.721982,-0.760994,-0.776836
9.725300,nan,-0.749464,-0.769670
9.730302,-0.823554,-0.751351,-0.762457
9.735304,nan,-0.742398,-0.755222
9.740306,-0.726617,-0.734890,-0.748005
9.745308,nan,-0.719768,-0.740788
9.750310,-0.791228,-0.721047,-0.733596
9.755312,nan,-0.710509,-0.726479
9.760314,-0.806847,-0.714988,-0.719454
9.765316,nan,-0.707971,-0.712557
9.770318,-0.693794,-0.702523,-0.705787
9.775320,nan,-0.695874,-0.699149
9.780322,-0.693526,-0.692400,-0.692653
9.785324,nan,-0.686765,-0.686259
9.790326,-0.662318,-0.679192,-0.679929
9.795328,nan,-0.669991,-0.673671
9.800330,-0.611731,-0.659656,-0.667503
9.805332,nan,-0.651720,-0.661542
9.810334,-0.835832,-0.664338,-0.656028
9.815336,nan,-0.655828,-0.651240
9.820338,-0.724998,-0.657654,-0.647431
9.825340,nan,-0.653065,-0.644838
9.830342,-0.589826,-0.641837,-0.643567
9.835344,nan,-0.638711,-0.643606
9.840346,-0.627638,-0.637375,-0.644899
9.845348,nan,-0.639121,-0.647291
9.850350,-0.674634,-0.643799,-0.650555
9.855352,nan,-0.648174,-0.654430
9.860354,-0.638131,-0.647147,-0.658655
9.865356,nan,-0.651337,-0.662974
9.870358,-0.710183,-0.657762,-0.667094
9.875360,nan,-0.660232,-0.670771
9.880363,-0.706323,-0.665697,-0.673823
9.885365,nan,-0.663657,-0.676102
9.890367,-0.575855,-0.653464,-0.677537
9.895369,nan,-0.651604,-0.678073
9.900371,-0.615931,-0.646193,-0.677671
9.905373,nan,-0.643590,-0.676323
9.910375,-0.624580,-0.637947,-0.674023
9.915377,nan,-0.630973,-0.670779
9.920379,-0.624534,-0.625950,-0.666612
9.925381,nan,-0.620704,-0.661540
9.930383,-0.563107,-0.607950,-0.655584
9.935385,nan,-0.595806,-0.648764
9.940387,-0.586488,-0.589367,-0.641108
9.945389,nan,-0.579964,-0.632644
9.950391,-0.581568,-0.571146,-0.623400
9.955393,nan,-0.557611,-0.613410
9.960395,-0.738628,-0.568552,-0.602717
9.965397,nan,-0.551778,-0.591381
9.970399,-0.590752,-0.547203,-0.579475
9.975401,nan,-0.530109,-0.567094
9.980403,-0.551679,-0.523885,-0.554357
9.985405,nan,-0.511399,-0.541370
9.990407,-0.681851,-0.516387,-0.528246
9.995409,nan,-0.498572,-0.515080
10.000411,-0.516998,-0.491277,-0.501956
10.005413,nan,-0.476342,-0.488953
10.010415,-0.477863,-0.467611,-0.476065
10.015417,nan,-0.451042,-0.463099
10.020419,-0.459137,-0.442477,-0.449792
10.025421,nan,-0.423582,-0.435872
10.030423,-0.466735,-0.416408,-0.421085
10.035425,nan,-0.396301,-0.405195
10.040427,-0.498532,-0.392044,-0.388015
10.045429,nan,-0.372216,-0.369440
10.050431,-0.338540,-0.355146,-0.349454
10.055433,nan,-0.331310,-0.328151
10.060435,-0.462256,-0.327202,-0.305749
10.065437,nan,-0.302466,-0.282580
10.070439,-0.397551,-0.295541,-0.259031
10.075441,nan,-0.267869,-0.235549
10.080443,-0.386160,-0.264608,-0.212562
10.085445,nan,-0.242715,-0.190425
10.090447,-0.313243,-0.232810,-0.169409
10.095449,nan,-0.209853,-0.149674
10.100451,-0.192229,-0.192987,-0.131289
10.105453,nan,-0.171686,-0.114294
10.110456,-0.024139,-0.146914,-0.098676
10.115458,nan,-0.129075,-0.084345
10.120460,-0.048507,-0.111487,-0.071179
10.125462,nan,-0.095458,-0.059054
10.130464,-0.002007,-0.079741,-0.047857
10.135466,nan,-0.070196,-0.037472
10.140468,-0.083182,-0.064590,-0.027799
10.145470,nan,-0.054408,-0.018779
10.150472,0.001995,-0.042545,-0.010368
10.155474,nan,-0.035793,-0.002535
10.160476,-0.135933,-0.040355,0.004738
10.165478,nan,-0.033015,0.011479
10.170480,0.121394,-0.014705,0.017753
10.175482,nan,-0.007932,0.023581
10.180484,0.035512,0.001214,0.028967
10.185486,nan,0.006456,0.033939
10.190488,0.039248,0.010781,0.038522
10.195490,nan,0.014278,0.042723
10.200492,0.065028,0.019211,0.046543
10.205494,nan,0.023210,0.049980
10.210496,0.033126,0.025630,0.053020
10.215498,nan,0.025286,0.055683
10.220500,-0.008685,0.022265,0.057995
10.225502,nan,0.022143,0.059997
10.230504,0.019936,0.022290,0.061701
10.235506,nan,0.024019,0.063140
10.240508,0.013570,0.023201,0.064328
10.245510,nan,0.022432,0.065280
10.250512,0.012748,0.021217,0.066025
10.255514,nan,0.021906,0.066565
10.260516,0.068076,0.029680,0.066912
10.265518,nan,0.030769,0.067071
10.270520,0.013034,0.027412,0.067049
10.275522,nan,0.024802,0.066858
10.280524,0.052347,0.028471,0.066505
10.285526,nan,0.029693,0.065996
10.290528,0.204367,0.046356,0.065344
10.295530,nan,0.047825,0.064557
10.300532,0.169262,0.058579,0.063641
10.305534,nan,0.058046,0.062603
10.310536,0.107893,0.062457,0.061469
10.315538,nan,0.062251,0.060266
10.320540,-0.069817,0.049692,0.059006
10.325542,nan,0.046192,0.057699
10.330544,0.123087,0.050732,0.056343
10.335546,nan,0.049528,0.054946
10.340549,-0.105957,0.034077,0.053515
10.345551,nan,0.033542,0.052062
10.350553,0.035836,0.030617,0.050599
10.355555,nan,0.028357,0.049129
10.360557,0.074246,0.028523,0.047645
10.365559,nan,0.027053,0.046148
10.370561,-0.037956,0.019992,0.044645
10.375563,nan,0.018190,0.043145
10.380565,0.003007,0.013137,0.041648
10.385567,nan,0.010888,0.040157
10.390569,0.065948,0.016649,0.038677
10.395571,nan,0.012857,0.037212
10.400573,0.098189,0.020251,0.035766
10.405575,nan,0.020773,0.034345
10.410577,-0.068967,0.011275,0.032952
10.415579,nan,0.010946,0.031585
10.420581,0.014630,0.010635,0.030245
10.425583,nan,0.007125,0.028931
10.430585,0.063764,0.012686,0.027644
10.435587,nan,0.009253,0.026386
10.440589,0.199561,0.025560,0.025159
10.445591,nan,0.026355,0.023963
10.450593,-0.047345,0.018673,0.022798
10.455595,nan,0.012556,0.021665
10.460597,0.030466,0.013381,0.020570
10.465599,nan,0.013249,0.019511
10.470601,0.133019,0.021880,0.018483
10.475603,nan,0.020094,0.017487
10.480605,-0.045041,0.012501,0.016524
10.485607,nan,0.010896,0.015597
10.490609,0.030914,0.013515,0.014704
10.495611,nan,0.010999,0.013841
10.500613,0.134504,0.020355,0.013005
10.505615,nan,0.016165,0.012196
10.510617,0.127251,0.026175,0.011418
10.515619,nan,0.024481,0.010670
10.520621,-0.067463,0.014722,0.009955
10.525623,nan,0.018928,0.009274
10.530625,0.088690,0.024177,0.008623
10.535627,nan,0.026439,0.007998
10.540629,0.076762,0.031740,0.007402
10.545631,nan,0.029037,0.006837
10.550633,-0.004477,0.026938,0.006303
10.555635,nan,0.029125,0.005800
10.560637,0.059483,0.032285,0.005326
10.565639,nan,0.027345,0.004874
10.570642,-0.143331,0.010727,0.004448
10.575644,nan,0.011904,0.004049
10.580646,0.076694,0.017807,0.003669
10.585648,nan,0.018625,0.003299
10.590650,0.315822,0.047165,0.002939
10.595652,nan,0.046554,0.002590
10.600654,0.033666,0.043526,0.002256
10.605656,nan,0.043653,0.001945
10.610658,-0.114346,0.026950,0.001658
10.615660,nan,0.025987,0.001391
10.620662,-0.164716,0.009342,0.001139
10.625664,nan,0.008666,0.000898
10.630666,-0.031117,0.003222,0.000664
10.635668,nan,0.002739,0.000436
10.640670,-0.066965,-0.003040,0.000215
10.645672,nan,-0.003806,0.000003
10.650674,0.025611,-0.000648,-0.000198
10.655676,nan,-0.000557,-0.000389
10.660678,0.113593,0.010641,-0.000569
10.665680,nan,0.007978,-0.000741
10.670682,-0.207311,-0.013237,-0.000904
10.675684,nan,-0.009997,-0.001058
10.680686,-0.168700,-0.024294,-0.001192
10.685688,nan,-0.021797,-0.001308
10.690690,0.124418,-0.009884,-0.001405
10.695692,nan,-0.012291,-0.001488
10.700694,0.059485,-0.006489,-0.001558
10.705696,nan,-0.006605,-0.001614
10.710698,0.037815,-0.003450,-0.001659
10.715700,nan,-0.000524,-0.001698
10.720702,0.118693,0.010853,-0.001734
10.725704,nan,0.009956,-0.001774
10.730706,0.036442,0.014184,-0.001815
10.735708,nan,0.011929,-0.001854
10.740710,-0.050573,0.006006,-0.001893
10.745712,nan,0.006870,-0.001936
10.750714,-0.151154,-0.007872,-0.001985
10.755716,nan,-0.008054,-0.002037
10.760718,0.005170,-0.007553,-0.002088
10.765720,nan,-0.008276,-0.002139
10.770722,0.083111,-0.002937,-0.002194
10.775724,nan,-0.004446,-0.002245
10.780726,0.086036,0.005061,-0.002290
10.785728,nan,0.008514,-0.002328
10.790730,0.141270,0.021824,-0.002361
10.795732,nan,0.020545,-0.002385
10.800735,0.022279,0.020292,-0.002403
10.805737,nan,0.021166,-0.002417
10.810739,0.008514,0.019136,-0.002442
10.815741,nan,0.018995,-0.002498
10.820743,0.007024,0.019639,-0.002610
10.825745,nan,0.022067,-0.002804
10.830747,-0.069421,0.017390,-0.003100
10.835749,nan,0.016032,-0.003513
10.840751,-0.098592,0.005265,-0.004055
10.845753,nan,0.007817,-0.004728
10.850755,0.083488,0.014938,-0.005525
10.855757,nan,0.016228,-0.006434
10.860759,-0.023418,0.013637,-0.007439
10.865761,nan,0.016482,-0.008521
10.870763,0.025593,0.017810,-0.009654
10.875765,nan,0.016363,-0.010812
10.880767,0.022922,0.015917,-0.011973
10.885769,nan,0.019165,-0.013130
10.890771,-0.043473,0.014580,-0.014277
10.895773,nan,0.016945,-0.015406
10.900775,0.114836,0.026623,-0.016512
10.905777,nan,0.028361,-0.017591
10.910779,0.168942,0.042869,-0.018643
10.915781,nan,0.042294,-0.019664
10.920783,0.019412,0.040399,-0.020656
10.925785,nan,0.042332,-0.021620
10.930787,-0.121034,0.026825,-0.022554
10.935789,nan,0.027962,-0.023463
10.940791,0.085423,0.032851,-0.024354
10.945793,nan,0.035028,-0.025228
10.950795,0.144829,0.045878,-0.026086
10.955797,nan,0.046748,-0.026927
10.960799,0.017005,0.046743,-0.027750
10.965801,nan,0.042496,-0.028551
10.970803,-0.055355,0.034488,-0.029324
10.975805,nan,0.037937,-0.030062
10.980807,0.018559,0.036355,-0.030755
10.985809,nan,0.037633,-0.031394
10.990811,-0.117962,0.023453,-0.031967
10.995813,nan,0.022705,-0.032462
11.000815,0.013418,0.023549,-0.032877
11.005817,nan,0.024906,-0.033208
11.010819,-0.056711,0.019687,-0.033451
11.015821,nan,0.019027,-0.033613
11.020823,-0.066930,0.011383,-0.033696
11.025826,nan,0.014195,-0.033696
11.030828,0.187196,0.031783,-0.033613
11.035830,nan,0.035469,-0.033446
11.040832,0.073928,0.042016,-0.033186
11.045834,nan,0.044419,-0.032817
11.050836,0.090331,0.051842,-0.032328
11.055838,nan,0.053580,-0.031717
11.060840,0.028378,0.053174,-0.030969
11.065842,nan,0.053326,-0.030075
11.070844,0.043172,0.052365,-0.029028
11.075846,nan,0.056207,-0.027826
11.080848,-0.038806,0.051035,-0.026465
11.085850,nan,0.052919,-0.024941
11.090852,-0.060611,0.043308,-0.023248
11.095854,nan,0.049909,-0.021378
11.100856,0.096050,0.060036,-0.019330
11.105858,nan,0.064946,-0.017102
11.110860,-0.007617,0.061933,-0.014691
11.115862,nan,0.068096,-0.012095
11.120864,-0.202248,0.043634,-0.009311
11.125866,nan,0.050339,-0.006341
11.130868,0.086276,0.056417,-0.003189
11.135870,nan,0.063446,0.000146
11.140872,-0.032041,0.055427,0.003666
11.145874,nan,0.062203,0.007370
11.150876,0.055615,0.062629,0.011258
11.155878,nan,0.070196,0.015334
11.160880,0.160889,0.083627,0.019594
11.165882,nan,0.086733,0.024034
11.170884,0.120648,0.095201,0.028643
11.175886,nan,0.101952,0.033409
11.180888,0.018715,0.099462,0.038325
11.185890,nan,0.108083,0.043387
11.190892,0.255664,0.125006,0.048590
11.195894,nan,0.128557,0.053924
11.200896,0.064045,0.127466,0.059386
11.205898,nan,0.135177,0.064976
11.210900,0.028753,0.129786,0.070699
11.215902,nan,0.142526,0.076555
11.220904,0.106881,0.143341,0.082539
11.225906,nan,0.147911,0.088646
11.230908,-0.062869,0.132719,0.094870
11.235910,nan,0.143777,0.101215
11.240912,0.137725,0.151057,0.107674
11.245914,nan,0.159463,0.114232
11.250916,0.137597,0.160037,0.120883
11.255919,nan,0.171165,0.127623
11.260921,0.007525,0.160069,0.134440
11.265923,nan,0.173010,0.141339
11.270925,0.017248,0.164586,0.148313
11.275927,nan,0.171051,0.155355
11.280929,0.146681,0.173249,0.162461
11.285931,nan,0.179853,0.169618
11.290933,0.383664,0.203028,0.176822
11.295935,nan,0.209945,0.184073
11.300937,0.191622,0.213693,0.191373
11.305939,nan,0.224763,0.198707
11.310941,0.260428,0.232129,0.206058
11.315943,nan,0.240819,0.213424
11.320945,0.193769,0.243024,0.220825
11.325947,nan,0.254958,0.228253
11.330949,0.190928,0.254990,0.235701
11.335951,nan,0.263705,0.243160
11.340953,0.235506,0.267823,0.250632
11.345955,nan,0.278634,0.258115
11.350957,0.254661,0.285934,0.265621
11.355959,nan,0.295435,0.273152
11.360961,0.241722,0.299939,0.280694
11.365963,nan,0.312968,0.288244
11.370965,0.346627,0.324318,0.295794
11.375967,nan,0.336602,0.303354
11.380969,0.370917,0.345619,0.310927
11.385971,nan,0.353709,0.318494
11.390973,0.295483,0.356249,0.326048
11.395975,nan,0.368033,0.333579
11.400977,0.479035,0.383367,0.341091
11.405979,nan,0.387802,0.348601
11.410981,0.486535,0.403367,0.356097
11.415983,nan,0.413649,0.363575
11.420985,0.152099,0.395271,0.371051
11.425987,nan,0.402370,0.378533
11.430989,0.226139,0.391843,0.386005
11.435991,nan,0.399373,0.393434
11.440993,0.223968,0.391520,0.400808
11.445995,nan,0.398273,0.408155
11.450997,0.445492,0.409126,0.415488
11.455999,nan,0.417067,0.422827
11.461001,0.255109,0.406354,0.430198
11.466003,nan,0.414387,0.437619
11.471005,0.385344,0.420373,0.445084
11.476007,nan,0.424290,0.452583
11.481009,0.470861,0.435232,0.460122
11.486012,nan,0.444816,0.467679
11.491014,0.510363,0.454100,0.475241
11.496016,nan,0.461479,0.482795
11.501018,0.359720,0.457549,0.490285
11.506020,nan,0.465178,0.497685
11.511022,0.463933,0.469611,0.505017
11.516024,nan,0.476834,0.512278
11.521026,0.365304,0.469204,0.519435
11.526028,nan,0.480745,0.526497
11.531030,0.568266,0.492883,0.533502
11.536032,nan,0.498730,0.540466
11.541034,0.620731,0.517835,0.547422
11.546036,nan,0.523673,0.554405
11.551038,0.601744,0.539184,0.561441
11.556040,nan,0.549787,0.568473
11.561042,0.440443,0.545456,0.575483
11.566044,nan,0.549490,0.582464
11.571046,0.728278,0.570659,0.589397
11.576048,nan,0.580691,0.596298
11.581050,0.646894,0.591450,0.603181
11.586052,nan,0.601171,0.610051
11.591054,0.497529,0.597090,0.616929
11.596056,nan,0.603908,0.623831
11.601058,0.585433,0.606004,0.630749
11.606060,nan,0.615406,0.637675
11.611062,0.582124,0.616095,0.644622
11.616064,nan,0.624670,0.651563
11.621066,0.543199,0.622672,0.658511
11.626068,nan,0.634486,0.665491
11.631070,0.642737,0.641732,0.672490
11.636072,nan,0.645937,0.679516
11.641074,0.765701,0.660899,0.686553
11.646076,nan,0.668285,0.693592
11.651078,0.596673,0.664067,0.700605
11.656080,nan,0.671822,0.707602
11.661082,0.553608,0.662926,0.714588
11.666084,nan,0.671393,0.721524
11.671086,0.762670,0.683666,0.728391
11.676088,nan,0.691311,0.735204
11.681090,0.949612,0.719792,0.741967
11.686092,nan,0.724779,0.748687
11.691094,0.839700,0.745339,0.755412
11.696096,nan,0.752344,0.762138
11.701098,0.731077,0.752054,0.768831
11.706100,nan,0.757587,0.775498
11.711102,0.737941,0.761474,0.782177
11.716105,nan,0.768125,0.788885
11.721107,0.798263,0.774401,0.795610
11.726109,nan,0.785025,0.802313
11.731111,0.799754,0.789888,0.809007
11.736113,nan,0.792740,0.815710
11.741115,0.859908,0.806121,0.822400
11.746117,nan,0.817423,0.829104
11.751119,0.709921,0.808814,0.835849
11.756121,nan,0.813644,0.842642
11.761123,0.848868,0.820417,0.849491
11.766125,nan,0.826861,0.856399
11.771127,0.692222,0.820894,0.863338
11.776129,nan,0.829385,0.870311
11.781131,0.796334,0.834355,0.877337
11.786133,nan,0.842138,0.884359
11.791135,0.816733,0.845645,0.891326
11.796137,nan,0.851315,0.898223
11.801139,0.823957,0.850587,0.905052
11.806141,nan,0.855731,0.911837
11.811143,0.995578,0.873902,0.918567
11.816145,nan,0.880793,0.925222
11.821147,0.946982,0.890374,0.931825
11.826149,nan,0.895796,0.938381
11.831151,0.888282,0.898319,0.944933
11.836153,nan,0.905525,0.951512
11.841155,0.782182,0.896735,0.958119
11.846157,nan,0.903891,0.964698
11.851159,1.023352,0.921065,0.971206
11.856161,nan,0.928384,0.977645
11.861163,1.016057,0.940317,0.984041
11.866165,nan,0.946408,0.990429
11.871167,1.150793,0.970131,0.996835
11.876169,nan,0.977607,1.003274
11.881171,0.827628,0.968568,1.009707
11.886173,nan,0.976295,1.016170
11.891175,0.951782,0.977462,1.022650
11.896177,nan,0.985452,1.029086
11.901179,0.980508,0.987892,1.035462
11.906181,nan,0.995545,1.041805
11.911183,0.959992,0.995850,1.048112
11.916185,nan,1.000535,1.054419
11.921187,0.978280,1.001778,1.060706
11.926189,nan,1.007847,1.066777
11.931191,1.125343,1.021615,1.072364
11.936193,nan,1.023439,1.077169
11.941195,1.149483,1.037848,1.080938
11.946198,nan,1.039128,1.083462
11.951200,1.158854,1.049259,1.084646
11.956202,nan,1.046613,1.084467
11.961204,1.112764,1.052120,1.083048
11.966206,nan,1.046051,1.080625
11.971208,1.134790,1.048898,1.077487
11.976210,nan,1.042397,1.073938
11.981212,1.156519,1.049496,1.070272
11.986214,nan,1.039792,1.066757
11.991216,1.040907,1.034329,1.063652
11.996218,nan,1.026928,1.061218
12.001220,1.283916,1.048646,1.059658
12.006222,nan,1.045116,1.059081
12.011224,0.875321,1.028410,1.059494
12.016226,nan,1.024257,1.060806
12.021228,1.245830,1.044815,1.062911
12.026230,nan,1.043013,1.065708
12.031232,1.010389,1.038727,1.069149
12.036234,nan,1.036738,1.073233
12.041236,1.084180,1.040755,1.078028
12.046238,nan,1.040329,1.083654
12.051240,0.977255,1.035946,1.090234
12.056242,nan,1.036843,1.097851
12.061244,1.090350,1.043023,1.106545
12.066246,nan,1.045821,1.116311
12.071248,0.988400,1.044339,1.127103
12.076250,nan,1.051638,1.138843
12.081252,1.081086,1.060209,1.151437
12.086254,nan,1.065942,1.164785
12.091256,1.210561,1.087139,1.178771
12.096258,nan,1.099784,1.193252
12.101260,1.254461,1.124056,1.208088
12.106262,nan,1.137316,1.223147
12.111264,1.211250,1.152837,1.238299
12.116266,nan,1.166394,1.253439
12.121268,1.141805,1.170318,1.268476
12.126270,nan,1.186647,1.283333
12.131272,1.239687,1.200939,1.297947
12.136274,nan,1.213025,1.312271
12.141276,1.246345,1.225405,1.326302
12.146278,nan,1.242109,1.340023
12.151280,1.315118,1.256922,1.353408
12.156282,nan,1.271524,1.366424
12.161284,1.575952,1.310116,1.379056
12.166286,nan,1.323512,1.391282
12.171288,1.224755,1.319916,1.403087
12.176291,nan,1.332635,1.414476
12.181293,1.538052,1.357661,1.425428
