time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
12.186295,nan,1.366533,1.435899
12.191297,1.350536,1.370594,1.445871
12.196299,nan,1.377638,1.455378
12.201301,1.463703,1.392299,1.464432
12.206303,nan,1.401810,1.473065
12.211305,1.493254,1.416651,1.481280
12.216307,nan,1.424147,1.489071
12.221309,1.490140,1.438415,1.496447
12.226311,nan,1.443947,1.503410
12.231313,1.650497,1.469821,1.509963
12.236315,nan,1.478029,1.516126
12.241317,1.556077,1.490912,1.521905
12.246319,nan,1.502034,1.527322
12.251321,1.435007,1.499576,1.532400
12.256323,nan,1.505300,1.537163
12.261325,1.573301,1.516011,1.541636
12.266327,nan,1.516487,1.545850
12.271329,1.534434,1.521501,1.549801
12.276331,nan,1.524329,1.553475
12.281333,1.609727,1.535349,1.556851
12.286335,nan,1.532759,1.559932
12.291337,1.508349,1.530408,1.562731
12.296339,nan,1.533818,1.565255
12.301341,1.430552,1.525001,1.567507
12.306343,nan,1.527561,1.569517
12.311345,1.660168,1.542283,1.571313
12.316347,nan,1.547645,1.572912
12.321349,1.554790,1.548159,1.574338
12.326351,nan,1.548941,1.575621
12.331353,1.587581,1.553797,1.576806
12.336355,nan,1.558154,1.577930
12.341357,1.404842,1.545466,1.578986
12.346359,nan,1.542268,1.579958
12.351361,1.673749,1.555390,1.580839
12.356363,nan,1.550723,1.581619
12.361365,1.637068,1.558891,1.582307
12.366367,nan,1.555938,1.582923
12.371369,1.705421,1.570092,1.583473
12.376371,nan,1.569404,1.583963
12.381373,1.562565,1.569532,1.584387
12.386375,nan,1.570091,1.584721
12.391377,1.587721,1.572757,1.584965
12.396379,nan,1.574698,1.585109
12.401381,1.649586,1.581248,1.585165
12.406384,nan,1.583928,1.585143
12.411386,1.564826,1.584542,1.585052
12.416388,nan,1.580079,1.584912
12.421390,1.576514,1.578087,1.584746
12.426392,nan,1.582213,1.584556
12.431394,1.632748,1.587228,1.584342
12.436396,nan,1.588736,1.584106
12.441398,1.547441,1.583094,1.583840
12.446400,nan,1.584171,1.583526
12.451402,1.695446,1.595408,1.583175
12.456404,nan,1.593477,1.582804
12.461406,1.827526,1.616347,1.582422
12.466408,nan,1.612774,1.582045
12.471410,1.709257,1.621837,1.581667
12.476412,nan,1.623537,1.581287
12.481414,1.707548,1.632999,1.580913
12.486416,nan,1.638129,1.580543
12.491418,1.405134,1.616649,1.580179
12.496420,nan,1.615902,1.579821
12.501422,1.574524,1.610754,1.579471
12.506424,nan,1.607621,1.579132
12.511426,1.615903,1.607085,1.578815
12.516428,nan,1.610903,1.578507
12.521430,1.650315,1.614404,1.578209
12.526432,nan,1.614579,1.577921
12.531434,1.525004,1.604154,1.577630
12.536436,nan,1.606060,1.577325
12.541438,1.728769,1.619328,1.576987
12.546440,nan,1.619982,1.576624
12.551442,1.586504,1.617220,1.576240
12.556444,nan,1.616973,1.575834
12.561446,1.601310,1.614756,1.575415
12.566448,nan,1.611948,1.574987
12.571450,1.587364,1.609676,1.574553
12.576452,nan,1.612942,1.574130
12.581454,1.644005,1.615093,1.573726
12.586456,nan,1.618195,1.573342
12.591458,1.481865,1.607429,1.572973
12.596460,nan,1.606141,1.572613
12.601462,1.572984,1.600429,1.572271
12.606464,nan,1.600392,1.571952
12.611466,1.628232,1.606547,1.571662
12.616468,nan,1.605215,1.571413
12.621470,1.605454,1.602810,1.571203
12.626472,nan,1.603697,1.571027
12.631474,1.686190,1.611924,1.570883
12.636477,nan,1.616399,1.570767
12.641479,1.593088,1.616337,1.570677
12.646481,nan,1.610975,1.570600
12.651483,1.501618,1.600505,1.570539
12.656485,nan,1.601642,1.570488
12.661487,1.322584,1.576906,1.570448
12.666489,nan,1.574500,1.570415
12.671491,1.664550,1.584283,1.570388
12.676493,nan,1.582976,1.570360
12.681495,1.419587,1.567110,1.570328
12.686497,nan,1.569278,1.570287
12.691499,1.413990,1.553619,1.570237
12.696501,nan,1.556897,1.570186
12.701503,1.441183,1.544833,1.570140
12.706505,nan,1.545686,1.570092
12.711507,1.472033,1.540335,1.570032
12.716509,nan,1.540935,1.569965
12.721511,1.462785,1.529847,1.569900
12.726513,nan,1.528941,1.569842
12.731515,1.557612,1.531520,1.569789
12.736517,nan,1.529326,1.569739
12.741519,1.601097,1.538352,1.569692
12.746521,nan,1.537230,1.569643
12.751523,1.552764,1.540478,1.569598
12.756525,nan,1.542063,1.569564
12.761527,1.374552,1.526126,1.569538
12.766529,nan,1.534986,1.569500
12.771531,1.413989,1.522994,1.569421
12.776533,nan,1.523947,1.569273
12.781535,1.607742,1.531691,1.569038
12.786537,nan,1.532010,1.568711
12.791539,1.758165,1.554470,1.568307
12.796541,nan,1.554947,1.567855
12.801543,1.491913,1.550927,1.567391
12.806545,nan,1.552810,1.566957
12.811547,1.504309,1.545409,1.566590
12.816549,nan,1.550824,1.566321
12.821551,1.596222,1.560039,1.566161
12.826553,nan,1.565053,1.566115
12.831555,1.710400,1.579954,1.566184
12.836557,nan,1.584316,1.566375
12.841559,1.469281,1.576790,1.566675
12.846561,nan,1.579772,1.567072
12.851563,1.726682,1.594683,1.567557
12.856565,nan,1.601219,1.568123
12.861567,1.596810,1.603877,1.568763
12.866570,nan,1.611801,1.569472
12.871572,1.647594,1.617953,1.570248
12.876574,nan,1.621950,1.571090
12.881576,1.737694,1.636152,1.572003
12.886578,nan,1.644335,1.572990
12.891580,1.456872,1.628188,1.574051
12.896582,nan,1.634771,1.575187
12.901584,1.463979,1.623304,1.576394
12.906586,nan,1.626297,1.577668
12.911588,1.606120,1.627674,1.579005
12.916590,nan,1.632914,1.580401
12.921592,1.672564,1.640225,1.581851
12.926594,nan,1.643433,1.583341
12.931596,1.439354,1.626446,1.584863
12.936598,nan,1.630815,1.586405
12.941600,1.597327,1.631542,1.587953
12.946602,nan,1.637779,1.589494
12.951604,1.533387,1.631653,1.591017
12.956606,nan,1.636695,1.592506
12.961608,1.486196,1.624353,1.593953
12.966610,nan,1.628294,1.595347
12.971612,1.576943,1.623999,1.596673
12.976614,nan,1.628618,1.597911
12.981616,1.644019,1.632136,1.599044
12.986618,nan,1.637509,1.600059
12.991620,1.593030,1.633661,1.600945
12.996622,nan,1.635969,1.601681
13.001624,1.407936,1.613955,1.602263
13.006626,nan,1.613726,1.602688
13.011628,1.639926,1.617573,1.602984
13.016630,nan,1.621206,1.603207
13.021632,1.723400,1.630134,1.603409
13.026634,nan,1.631221,1.603627
13.031636,1.620123,1.630824,1.603884
13.036638,nan,1.631274,1.604192
13.041640,1.692229,1.636858,1.604557
13.046642,nan,1.638293,1.604982
13.051644,1.557501,1.632762,1.605475
13.056646,nan,1.635424,1.606030
13.061648,1.649992,1.640394,1.606648
13.066650,nan,1.643090,1.607326
13.071652,1.522705,1.635791,1.608058
13.076654,nan,1.640619,1.608849
13.081656,1.532175,1.630929,1.609702
13.086658,nan,1.629388,1.610625
13.091660,1.628700,1.630124,1.611633
13.096663,nan,1.634863,1.612733
13.101665,1.747695,1.644926,1.613930
13.106667,nan,1.647915,1.615232
13.111669,1.684212,1.654567,1.616650
13.116671,nan,1.657657,1.618190
13.121673,1.708274,1.664388,1.619866
13.126675,nan,1.665491,1.621686
13.131677,1.698592,1.666769,1.623651
13.136679,nan,1.670722,1.625765
13.141681,1.637009,1.667099,1.628038
13.146683,nan,1.668576,1.630476
13.151685,1.575569,1.659498,1.633090
13.156687,nan,1.661614,1.635886
13.161689,1.844809,1.680917,1.638864
13.166691,nan,1.685806,1.642018
13.171693,1.476212,1.668292,1.645345
13.176695,nan,1.674331,1.648844
13.181697,1.632060,1.674124,1.652508
13.186699,nan,1.678094,1.656333
13.191701,1.663551,1.680913,1.660315
13.196703,nan,1.685995,1.664448
13.201705,1.685828,1.687615,1.668737
13.206707,nan,1.693212,1.673173
13.211709,1.586573,1.685428,1.677748
13.216711,nan,1.691118,1.682461
13.221713,1.932157,1.715987,1.687312
13.226715,nan,1.720027,1.692297
13.231717,1.584942,1.711837,1.697411
13.236719,nan,1.719077,1.702647
13.241721,1.697115,1.720874,1.707997
13.246723,nan,1.730020,1.713453
13.251725,1.531842,1.713447,1.719005
13.256727,nan,1.717178,1.724656
13.261729,1.762045,1.721907,1.730400
13.266731,nan,1.731184,1.736242
13.271733,1.646225,1.729041,1.742176
13.276735,nan,1.736326,1.748211
13.281737,1.668769,1.734710,1.754343
13.286739,nan,1.740712,1.760554
13.291741,1.682406,1.740559,1.766831
13.296743,nan,1.749200,1.773171
13.301745,1.832523,1.763280,1.779575
13.306747,nan,1.772998,1.786037
13.311749,1.724658,1.774588,1.792545
13.316751,nan,1.782556,1.799093
13.321754,1.692669,1.778081,1.805672
13.326756,nan,1.790077,1.812290
13.331758,1.784728,1.795252,1.818951
13.336760,nan,1.803396,1.825682
13.341762,1.812997,1.810913,1.832493
13.346764,nan,1.819063,1.839378
13.351766,2.032318,1.840908,1.846320
13.356768,nan,1.845278,1.853305
13.361770,1.759433,1.841076,1.860304
13.366772,nan,1.849925,1.867301
13.371774,1.857862,1.853949,1.874297
13.376776,nan,1.860938,1.881312
13.381778,1.900846,1.868224,1.888357
13.386780,nan,1.876839,1.895426
13.391782,1.937840,1.883808,1.902503
13.396784,nan,1.889496,1.909592
13.401786,2.103984,1.915188,1.916697
13.406788,nan,1.925318,1.923815
13.411790,1.806111,1.923440,1.930954
13.416792,nan,1.930817,1.938120
13.421794,1.765893,1.919674,1.945301
13.426796,nan,1.923702,1.952489
13.431798,1.923060,1.929102,1.959683
13.436800,nan,1.931015,1.966890
13.441802,1.900240,1.930511,1.974108
13.446804,nan,1.937663,1.981337
13.451806,1.926219,1.943588,1.988566
13.456808,nan,1.948877,1.995788
13.461810,2.032769,1.960216,2.002991
13.466812,nan,1.967038,2.010188
13.471814,1.951855,1.968178,2.017389
13.476816,nan,1.973704,2.024606
13.481818,1.898375,1.970462,2.031825
13.486820,nan,1.980308,2.039047
13.491822,2.240110,2.010523,2.046275
13.496824,nan,2.021630,2.053495
13.501826,2.178966,2.042573,2.060669
13.506828,nan,2.054739,2.067788
13.511830,2.093107,2.061826,2.074857
13.516832,nan,2.068094,2.081896
13.521834,2.062719,2.071919,2.088913
13.526836,nan,2.079083,2.095920
13.531838,2.040839,2.080343,2.102935
13.536840,nan,2.089249,2.109973
13.541842,2.107919,2.094910,2.117053
13.546844,nan,2.103415,2.124188
13.551847,2.013792,2.099119,2.131341
13.556849,nan,2.105695,2.138492
13.561851,2.170033,2.117032,2.145653
13.566853,nan,2.123137,2.152820
13.571855,1.970189,2.115059,2.159960
13.576857,nan,2.121712,2.167087
13.581859,2.104958,2.125901,2.174206
13.586861,nan,2.135531,2.181310
13.591863,2.195861,2.147089,2.188398
13.596865,nan,2.152187,2.195473
13.601867,2.275411,2.169262,2.202514
13.606869,nan,2.176343,2.209515
13.611871,2.165396,2.178946,2.216492
13.616873,nan,2.185346,2.223446
13.621875,2.246591,2.196247,2.230349
13.626877,nan,2.203128,2.237209
13.631879,2.229539,2.211053,2.244054
13.636881,nan,2.217971,2.250872
13.641883,2.239576,2.224888,2.257679
13.646885,nan,2.231357,2.264488
13.651887,2.426809,2.254348,2.271302
13.656889,nan,2.262735,2.278144
13.661891,2.296442,2.271130,2.285047
13.666893,nan,2.277499,2.292008
13.671895,2.180340,2.273689,2.298996
13.676897,nan,2.281984,2.305979
13.681899,2.327230,2.289986,2.312936
13.686901,nan,2.296082,2.319864
13.691903,2.240190,2.290515,2.326761
13.696905,nan,2.297441,2.333643
13.701907,2.257559,2.300885,2.340528
13.706909,nan,2.310815,2.347428
13.711911,2.498871,2.332422,2.354310
13.716913,nan,2.339163,2.361160
13.721915,2.425183,2.350953,2.367975
13.726917,nan,2.360620,2.374759
13.731919,2.294909,2.362204,2.381485
13.736921,nan,2.370233,2.388180
13.741923,2.614233,2.397656,2.394856
13.746925,nan,2.404340,2.401512
13.751927,2.492547,2.415696,2.408169
13.756929,nan,2.425406,2.414834
13.761931,2.275758,2.414730,2.421489
13.766933,nan,2.421958,2.428090
13.771935,2.590817,2.442919,2.434615
13.776937,nan,2.452826,2.441096
13.781940,2.191407,2.431118,2.447562
13.786942,nan,2.438651,2.454048
13.791944,2.361099,2.435546,2.460605
13.796946,nan,2.445682,2.467239
13.801948,2.577761,2.460547,2.473976
13.806950,nan,2.467714,2.480794
13.811952,2.390472,2.465201,2.487583
13.816954,nan,2.472095,2.494148
13.821956,2.528495,2.482847,2.500162
13.826958,nan,2.490838,2.505323
13.831960,2.471002,2.491884,2.509385
13.836962,nan,2.496562,2.512102
13.841964,2.823218,2.527726,2.513363
13.846966,nan,2.526361,2.513185
13.851968,2.438888,2.516753,2.511674
13.856970,nan,2.512972,2.509057
13.861972,2.403644,2.499783,2.505602
13.866974,nan,2.492654,2.501588
13.871976,2.422734,2.481610,2.497291
13.876978,nan,2.472828,2.493003
13.881980,2.269213,2.449023,2.488988
13.886982,nan,2.444028,2.485466
13.891984,2.548935,2.452150,2.482652
13.896986,nan,2.447412,2.480690
13.901988,2.358889,2.439268,2.479662
13.906990,nan,2.436945,2.479609
13.911992,2.524592,2.445941,2.480543
13.916994,nan,2.444421,2.482471
13.921996,2.378926,2.440194,2.485374
13.926998,nan,2.441003,2.489228
13.932000,2.485935,2.449628,2.494004
13.937002,nan,2.454380,2.499680
13.942004,2.639736,2.478187,2.506230
13.947006,nan,2.488250,2.513625
13.952008,2.509175,2.496981,2.521833
13.957010,nan,2.508263,2.530814
13.962012,2.638325,2.525788,2.540520
13.967014,nan,2.537318,2.550903
13.972016,2.552106,2.546532,2.561908
13.977018,nan,2.558692,2.573472
13.982020,2.470767,2.557138,2.585510
13.987022,nan,2.570546,2.597924
13.992024,2.835788,2.602018,2.610611
13.997026,nan,2.613550,2.623471
14.002028,2.539133,2.614673,2.636406
14.007030,nan,2.627733,2.649337
14.012033,2.653445,2.641297,2.662290
14.017035,nan,2.657302,2.675428
14.022037,2.622982,2.661872,2.689008
14.027039,nan,2.675460,2.703313
14.032041,2.769046,2.694928,2.718606
14.037043,nan,2.713474,2.735126
14.042045,2.856562,2.739910,2.753020
14.047047,nan,2.760288,2.772350
14.052049,2.843848,2.782497,2.793082
14.057051,nan,2.808036,2.815096
14.062053,2.765354,2.819399,2.838144
14.067055,nan,2.845034,2.861902
14.072057,2.861473,2.861988,2.885927
14.077059,nan,2.890244,2.909734
14.082061,2.716923,2.888955,2.932936
14.087063,nan,2.917072,2.955193
14.092065,3.027845,2.940419,2.976258
14.097067,nan,2.961354,2.996004
14.102069,3.017384,2.979449,3.014376
14.107071,nan,2.998587,3.031385
14.112073,2.947547,3.004186,3.047080
14.117075,nan,3.024099,3.061522
14.122077,-2.981061,3.060374,3.074803
14.127079,nan,3.073675,3.087003
14.132081,3.141143,3.088781,3.098193
14.137083,nan,3.100024,3.108456
14.142085,2.926519,3.090294,3.117883
14.147087,nan,3.099697,3.126540
14.152089,3.023926,3.096540,3.134509
14.157091,nan,3.104340,-3.141314
14.162093,3.093005,3.109181,-3.134482
14.167095,nan,3.115544,-3.128111
14.172097,-2.978941,3.136491,-3.122169
14.177099,nan,-3.137679,-3.116615
14.182101,3.136931,-3.135725,-3.111425
14.187103,nan,-3.130293,-3.106590
14.192105,3.140353,-3.130404,-3.102094
14.197107,nan,-3.128171,-3.097935
14.202109,-2.911494,-3.102110,-3.094121
14.207111,nan,-3.095916,-3.090661
14.212113,-2.963991,-3.081991,-3.087559
14.217115,nan,-3.076932,-3.084819
14.222117,-3.047005,-3.076776,-3.082419
14.227119,nan,-3.073439,-3.080355
14.232121,-3.017969,-3.065511,-3.078617
14.237123,nan,-3.068075,-3.077181
14.242126,3.135470,-3.074489,-3.076018
14.247128,nan,-3.075766,-3.075122
14.252130,-3.115433,-3.080332,-3.074479
14.257132,nan,-3.081242,-3.074065
14.262134,-3.113369,-3.083140,-3.073859
14.267136,nan,-3.082192,-3.073854
14.272138,-2.967909,-3.073090,-3.074037
14.277140,nan,-3.072727,-3.074385
14.282142,-3.059143,-3.070534,-3.074895
14.287144,nan,-3.067130,-3.075541
14.292146,-2.961968,-3.056275,-3.076309
14.297148,nan,-3.054495,-3.077183
14.302150,-2.913611,-3.039975,-3.078135
14.307152,nan,-3.043143,-3.079158
14.312154,-3.078075,-3.047953,-3.080255
14.317156,nan,-3.052139,-3.081426
14.322158,3.063885,-3.065638,-3.082667
14.327160,nan,-3.068772,-3.083966
14.332162,-2.999492,-3.062988,-3.085315
14.337164,nan,-3.064251,-3.086694
14.342166,-3.062826,-3.063843,-3.088104
14.347168,nan,-3.067523,-3.089539
14.352170,3.019300,-3.085162,-3.090992
14.357172,nan,-3.085541,-3.092463
14.362174,-3.075439,-3.087007,-3.093957
14.367176,nan,-3.086060,-3.095471
14.372178,-3.113913,-3.086943,-3.096992
14.377180,nan,-3.088012,-3.098511
14.382182,-3.049343,-3.087238,-3.100024
14.387184,nan,-3.088362,-3.101523
14.392186,3.137564,-3.094939,-3.102998
14.397188,nan,-3.095718,-3.104449
14.402190,-3.076317,-3.092690,-3.105876
14.407192,nan,-3.098477,-3.107288
14.412194,-2.981945,-3.087586,-3.108687
14.417196,nan,-3.089370,-3.110074
14.422198,-3.070633,-3.087310,-3.111440
14.427200,nan,-3.093151,-3.112782
14.432202,3.122308,-3.100093,-3.114093
14.437204,nan,-3.098720,-3.115373
14.442206,-3.113466,-3.097080,-3.116616
14.447208,nan,-3.099082,-3.117816
14.452210,-2.866421,-3.074079,-3.118979
14.457212,nan,-3.078228,-3.120105
14.462214,-3.005387,-3.070756,-3.121193
14.467216,nan,-3.068648,-3.122245
14.472219,3.127139,-3.079283,-3.123260
14.477221,nan,-3.080086,-3.124237
14.482223,-3.099813,-3.081267,-3.125177
14.487225,nan,-3.085994,-3.126081
14.492227,-3.028793,-3.085199,-3.126952
14.497229,nan,-3.088615,-3.127796
14.502231,-3.110496,-3.091483,-3.128615
14.507233,nan,-3.092142,-3.129410
14.512235,-3.033151,-3.085220,-3.130176
14.517237,nan,-3.086378,-3.130918
14.522239,2.968083,-3.110921,-3.131636
14.527241,nan,-3.111734,-3.132327
14.532243,-3.139812,-3.114952,-3.132995
14.537245,nan,-3.113495,-3.133644
14.542247,3.043231,-3.122431,-3.134272
14.547249,nan,-3.123699,-3.134877
14.552251,3.018235,-3.138398,-3.135463
14.557253,nan,3.139664,-3.136029
14.562255,3.135225,3.138756,-3.136567
14.567257,nan,3.134470,-3.137075
14.572259,-2.981857,3.153884,-3.137551
14.577261,nan,-3.130417,-3.137997
14.582263,3.103978,-3.136774,-3.138418
14.587265,nan,-3.134008,-3.138816
14.592267,3.083921,-3.140636,-3.139191
14.597269,nan,-3.140275,-3.139542
14.602271,3.132060,-3.142254,-3.139868
14.607273,nan,3.141584,-3.140168
14.612275,3.098350,-3.143476,-3.140441
14.617277,nan,3.138230,-3.140693
14.622279,-3.020881,3.149802,-3.140923
14.627281,nan,-3.133430,-3.141130
14.632283,3.093168,-3.141550,-3.141318
14.637285,nan,-3.138962,-3.141491
14.642287,3.064333,-3.144072,3.141536
14.647289,nan,3.140686,3.141397
14.652291,-3.121337,-3.139175,3.141276
14.657293,nan,-3.140611,3.141168
14.662295,-3.126616,-3.136163,3.141071
14.667297,nan,-3.139151,3.140978
14.672299,3.128129,-3.140902,3.140891
14.677301,nan,-3.139542,3.140812
14.682303,2.980202,-3.154918,3.140732
14.687305,nan,3.127032,3.140652
14.692307,3.059077,3.120645,3.140573
14.697309,nan,3.125309,3.140500
14.702312,-3.128753,3.127332,3.140435
14.707314,nan,3.131377,3.140385
14.712316,2.997987,3.117306,3.140343
14.717318,nan,3.125079,3.140306
14.722320,-3.028614,3.137259,3.140271
14.727322,nan,3.137334,3.140240
14.732324,3.117182,3.136111,3.140213
14.737326,nan,3.133141,3.140186
14.742328,-3.071032,3.137891,3.140157
14.747330,nan,3.136654,3.140134
14.752332,3.097847,3.132967,3.140123
14.757334,nan,3.129884,3.140126
14.762336,-2.992210,3.141845,3.140138
14.767338,nan,3.141521,3.140153
14.772340,-2.986256,-3.125748,3.140168
14.777342,nan,-3.127343,3.140177
14.782344,3.017215,-3.137469,3.140188
14.787346,nan,-3.139287,3.140195
14.792348,-2.970997,-3.123271,3.140198
14.797350,nan,-3.124191,3.140196
14.802352,-3.015922,-3.115411,3.140192
14.807354,nan,-3.114063,3.140181
14.812356,-3.083220,-3.111476,3.140146
14.817358,nan,-3.108336,3.140059
14.822360,-3.105389,-3.107059,3.139890
14.827362,nan,-3.108119,3.139620
14.832364,3.033213,-3.123638,3.139235
14.837366,nan,-3.120483,3.138723
14.842368,-3.010173,-3.108484,3.138077
14.847370,nan,-3.110882,3.137296
14.852372,-2.978359,-3.094877,3.136395
14.857374,nan,-3.093421,3.135387
14.862376,3.130323,-3.099786,3.134292
14.867378,nan,-3.099262,3.133128
14.872380,3.020407,-3.115241,3.131914
14.877382,nan,-3.117797,3.130661
14.882384,-3.093557,-3.114822,3.129385
14.887386,nan,-3.115702,3.128096
14.892388,3.059899,-3.123903,3.126808
14.897390,nan,-3.124789,3.125537
14.902392,-2.955729,-3.111047,3.124288
14.907394,nan,-3.108830,3.123064
14.912396,3.084249,-3.115844,3.121870
14.917398,nan,-3.116200,3.120704
14.922400,3.092784,-3.124820,3.119565
14.927402,nan,-3.125683,3.118450
14.932405,3.116095,-3.127976,3.117358
14.937407,nan,-3.130513,3.116286
14.942409,3.046015,-3.139962,3.115231
14.947411,nan,-3.140782,3.114191
14.952413,3.069318,3.133376,3.113173
14.957415,nan,3.132375,3.112182
14.962417,3.062359,3.125867,3.111222
14.967419,nan,3.125702,3.110305
14.972421,3.057570,3.117081,3.109437
14.977423,nan,3.115123,3.108629
14.982425,3.078281,3.109744,3.107886
14.987427,nan,3.109407,3.107211
14.992429,-3.139118,3.114936,3.106606
14.997431,nan,3.114628,3.106075
15.002433,3.000758,3.105046,3.105619
15.007435,nan,3.107018,3.105236
15.012437,2.990355,3.098150,3.104928
15.017439,nan,3.097336,3.104690
15.022441,-3.134712,3.100615,3.104520
15.027443,nan,3.103181,3.104419
15.032445,-3.139702,3.106014,3.104396
15.037447,nan,3.102884,3.104466
15.042449,-3.007839,3.118284,3.104638
15.047451,nan,3.118657,3.104925
15.052453,-3.074202,3.128201,3.105345
15.057455,nan,3.128152,3.105909
15.062457,3.022082,3.118591,3.106627
15.067459,nan,3.118658,3.107508
15.072461,2.998917,3.108816,3.108561
15.077463,nan,3.110648,3.109788
15.082465,3.033411,3.102820,3.111190
15.087467,nan,3.107657,3.112765
15.092469,2.878224,3.088657,3.114507
15.097471,nan,3.095734,3.116421
15.102473,-3.136209,3.101833,3.118512
15.107475,nan,3.101069,3.120787
15.112477,3.087545,3.097985,3.123249
15.117479,nan,3.097145,3.125899
15.122481,-3.128407,3.102514,3.128743
15.127483,nan,3.107765,3.131786
15.132485,-2.960035,3.131425,3.135027
15.137487,nan,3.134649,3.138472
15.142489,3.019045,3.126441,-3.141065
15.147491,nan,3.132857,-3.137213
15.152493,-3.060066,3.143042,-3.133163
15.157495,nan,-3.135386,-3.128920
15.162498,-3.081312,-3.126574,-3.124490
15.167500,nan,-3.123463,-3.119885
15.172502,-3.097021,-3.120108,-3.115111
15.177504,nan,-3.114166,-3.110172
15.182506,3.021366,-3.122849,-3.105077
15.187508,nan,-3.116610,-3.099832
15.192510,-3.047116,-3.105649,-3.094442
15.197512,nan,-3.095172,-3.088908
15.202514,-2.973722,-3.077389,-3.083239
15.207516,nan,-3.069410,-3.077445
15.212518,-2.974806,-3.058827,-3.071530
15.217520,nan,-3.052629,-3.065497
15.222522,-3.053590,-3.049886,-3.059350
15.227524,nan,-3.041041,-3.053101
15.232526,-3.070483,-3.038979,-3.046755
15.237528,nan,-3.029872,-3.040314
15.242530,-3.010929,-3.023712,-3.033777
15.247532,nan,-3.017466,-3.027153
15.252534,-2.997460,-3.009568,-3.020451
15.257536,nan,-2.999977,-3.013671
15.262538,-3.083913,-3.002615,-3.006815
15.267540,nan,-2.996325,-2.999879
15.272542,-3.088398,-3.001149,-2.992865
15.277544,nan,-2.997738,-2.985782
15.282546,-2.977615,-2.989531,-2.978637
15.287548,nan,-2.982235,-2.971446
15.292550,-2.849932,-2.961317,-2.964229
15.297552,nan,-2.954049,-2.956991
15.302554,-2.882244,-2.944503,-2.949730
15.307556,nan,-2.936737,-2.942445
15.312558,-2.804386,-2.918856,-2.935133
15.317560,nan,-2.908586,-2.927797
15.322562,-2.898190,-2.899726,-2.920436
15.327564,nan,-2.894291,-2.913060
15.332566,-3.025007,-2.903713,-2.905673
15.337568,nan,-2.893952,-2.898259
15.342570,-2.876317,-2.887264,-2.890808
15.347572,nan,-2.875988,-2.883320
15.352574,-2.922405,-2.875257,-2.875792
15.357576,nan,-2.870625,-2.868223
15.362578,-2.863092,-2.868675,-2.860615
15.367580,nan,-2.859338,-2.852986
15.372582,-2.744574,-2.842333,-2.845336
15.377584,nan,-2.828896,-2.837680
15.382586,-2.753839,-2.814473,-2.830032
15.387589,nan,-2.804565,-2.822397
15.392591,-2.900538,-2.808495,-2.814782
15.397593,nan,-2.801125,-2.807195
15.402595,-2.814960,-2.795441,-2.799621
15.407597,nan,-2.788521,-2.792029
15.412599,-2.848938,-2.786000,-2.784416
15.417601,nan,-2.779068,-2.776794
15.422603,-2.807717,-2.775226,-2.769186
15.427605,nan,-2.765821,-2.761618
15.432607,-2.847980,-2.770393,-2.754087
15.437609,nan,-2.758403,-2.746592
15.442611,-2.673716,-2.745508,-2.739157
15.447613,nan,-2.740314,-2.731784
15.452615,-2.780198,-2.739413,-2.724477
15.457617,nan,-2.729560,-2.717207
15.462619,-2.708613,-2.724334,-2.709936
15.467621,nan,-2.715074,-2.702656
15.472623,-2.744725,-2.713237,-2.695359
15.477625,nan,-2.705064,-2.688058
15.482627,-2.647598,-2.693427,-2.680765
15.487629,nan,-2.686243,-2.673467
15.492631,-2.841915,-2.696277,-2.666130
15.497633,nan,-2.687829,-2.658750
15.502635,-2.463114,-2.662239,-2.651366
15.507637,nan,-2.654718,-2.643981
15.512639,-2.584988,-2.639873,-2.636572
15.517641,nan,-2.629963,-2.629126
15.522643,-2.780717,-2.641123,-2.621667
15.527645,nan,-2.633232,-2.614227
15.532647,-2.734456,-2.637386,-2.606820
15.537649,nan,-2.627839,-2.599475
15.542651,-2.620608,-2.623912,-2.592196
15.547653,nan,-2.614989,-2.584972
15.552655,-2.600299,-2.612065,-2.577806
15.557657,nan,-2.600828,-2.570691
15.562659,-2.627153,-2.598820,-2.563602
15.567661,nan,-2.588803,-2.556537
15.572663,-2.504019,-2.575668,-2.549466
15.577665,nan,-2.568035,-2.542373
15.582667,-2.787467,-2.586258,-2.535241
15.587669,nan,-2.576601,-2.528115
15.592671,-2.492546,-2.564632,-2.521034
15.597673,nan,-2.557712,-2.514034
15.602675,-2.481259,-2.545791,-2.507108
15.607677,nan,-2.537457,-2.500230
15.612679,-2.488753,-2.527183,-2.493398
15.617682,nan,-2.519638,-2.486570
15.622684,-2.390580,-2.503031,-2.479786
15.627686,nan,-2.496577,-2.473035
15.632688,-2.313835,-2.472257,-2.466261
15.637690,nan,-2.462435,-2.459431
15.642692,-2.348594,-2.448777,-2.452558
15.647694,nan,-2.442626,-2.445623
15.652696,-2.604469,-2.451166,-2.438636
15.657698,nan,-2.444825,-2.431610
15.662700,-2.422646,-2.437604,-2.424551
15.667702,nan,-2.427022,-2.417474
15.672704,-2.343930,-2.411887,-2.410401
15.677706,nan,-2.405321,-2.403354
15.682708,-2.381413,-2.397292,-2.396346
15.687710,nan,-2.390707,-2.389365
15.692712,-2.443555,-2.389103,-2.382424
15.697714,nan,-2.381761,-2.375530
15.702716,-2.503979,-2.391331,-2.368662
15.707718,nan,-2.379993,-2.361827
